topic_id Q0 docno rank score tag 
0 Q0 29486393336008704 44 0.4369658087842497 FirstRun
0 Q0 32415024995631105 45 0.43344397129856166 FirstRun
0 Q0 29533394589188096 46 0.42629804711684466 FirstRun
0 Q0 29496755024306176 47 0.42629804711684466 FirstRun
0 Q0 34940996215111680 48 0.42545009529814026 FirstRun
0 Q0 34121208232415232 49 0.42545009529814026 FirstRun
0 Q0 34000879778533377 50 0.42545009529814026 FirstRun
0 Q0 33756527131107328 51 0.42545009529814026 FirstRun
0 Q0 33676211683069952 52 0.42545009529814026 FirstRun
0 Q0 29412843350654976 53 0.42545009529814026 FirstRun
0 Q0 30407444110778369 54 0.4208477372410335 FirstRun
0 Q0 29509222337085440 55 0.4192210991078724 FirstRun
0 Q0 29967932868009984 56 0.4183773995231204 FirstRun
0 Q0 34325921448071168 57 0.4132157215223066 FirstRun
0 Q0 31573900257132544 58 0.4132157215223066 FirstRun
0 Q0 29960099493584896 59 0.4132157215223066 FirstRun
0 Q0 33634329997348864 60 0.40819812018520946 FirstRun
0 Q0 32062450161426432 61 0.40755086364841475 FirstRun
0 Q0 30223544906424320 62 0.405103258058953 FirstRun
0 Q0 33536977986912256 63 0.40135588635490493 FirstRun
0 Q0 31649109051965440 64 0.40135588635490493 FirstRun
0 Q0 29263407261683712 65 0.40135588635490493 FirstRun
0 Q0 30016488928706560 66 0.39972971012855274 FirstRun
0 Q0 30254811135873024 67 0.3976636392743242 FirstRun
0 Q0 34952194402811904 68 0.3969691124661689 FirstRun
0 Q0 31510426927763456 69 0.3966955836222886 FirstRun
0 Q0 34545260038193152 70 0.39669380782991137 FirstRun
0 Q0 30500781002063872 71 0.39407132563700464 FirstRun
0 Q0 30031146670628864 72 0.3918634775414891 FirstRun
0 Q0 29527121936261121 73 0.38504742035991374 FirstRun
0 Q0 30505596528623616 74 0.38181410051396053 FirstRun
0 Q0 30300770037399552 75 0.38136282690622464 FirstRun
0 Q0 34788312715771904 76 0.37935955946627875 FirstRun
0 Q0 30016851715031040 77 0.3766080966708975 FirstRun
0 Q0 29502956738969601 78 0.3754154873659163 FirstRun
0 Q0 31485805482479616 79 0.3726540200555885 FirstRun
0 Q0 34005858346209280 80 0.37061993551232697 FirstRun
0 Q0 33212352774017025 81 0.36758920110889776 FirstRun
0 Q0 29514474415198208 82 0.355580576850282 FirstRun
0 Q0 32812128800870400 83 0.35506073404245453 FirstRun
0 Q0 33287402286088192 84 0.3484601805053221 FirstRun
0 Q0 32985385306955776 85 0.3484601805053221 FirstRun
0 Q0 31653291230232576 86 0.3395058899348815 FirstRun
0 Q0 29138884684161025 87 0.33949948043951783 FirstRun
0 Q0 31653409140514816 88 0.3387450982211132 FirstRun
0 Q0 34389878783348736 89 0.3382449188910034 FirstRun
0 Q0 34703780100448257 90 0.3375462771569534 FirstRun
0 Q0 33602042350010368 91 0.3357306442909946 FirstRun
0 Q0 29621742011944960 92 0.3328411352592026 FirstRun
0 Q0 29386330014220288 93 0.3316310624959714 FirstRun
0 Q0 30451817603141633 94 0.3314974772811951 FirstRun
0 Q0 34731093986906113 95 0.3310720278928194 FirstRun
0 Q0 30215123658350592 96 0.32489739874319024 FirstRun
0 Q0 30204561658482688 97 0.32088945127497404 FirstRun
0 Q0 29545247558082560 98 0.31875952030191995 FirstRun
0 Q0 34697869604687873 99 0.3159776517177587 FirstRun
0 Q0 31762305326784512 100 0.31224387108097695 FirstRun
0 Q0 34350601898819585 101 0.3105587417244209 FirstRun
0 Q0 30272368861511680 102 0.3080831855887136 FirstRun
0 Q0 29996023250157568 103 0.30749246318202106 FirstRun
0 Q0 29991643910242304 104 0.3054582864105293 FirstRun
0 Q0 30780801931026432 105 0.3039623427375474 FirstRun
0 Q0 29556093059334145 106 0.30370122155664653 FirstRun
0 Q0 33230810693763072 107 0.3035577612783382 FirstRun
0 Q0 29516615708049408 108 0.30253883046914565 FirstRun
0 Q0 30423507347181568 109 0.300944352978297 FirstRun
0 Q0 29062500146216960 110 0.29601863816313584 FirstRun
0 Q0 34571364916535296 111 0.2954018505962025 FirstRun
0 Q0 31361923412922368 112 0.29454067800929357 FirstRun
0 Q0 32099397357543424 113 0.29454067800929357 FirstRun
0 Q0 33316184879411200 114 0.2937395796912982 FirstRun
0 Q0 30375540082872320 115 0.29324574074947485 FirstRun
0 Q0 30325151543332864 116 0.29160363318806265 FirstRun
0 Q0 30686548747882496 117 0.29124392801154836 FirstRun
0 Q0 34697496848646144 118 0.29082670959309115 FirstRun
0 Q0 30554037510213632 119 0.28973189698315555 FirstRun
0 Q0 34665469260599296 120 0.28930974581996827 FirstRun
0 Q0 30997129900072961 121 0.2892818702779584 FirstRun
0 Q0 29629635817906176 122 0.28847555074023046 FirstRun
0 Q0 31698534671581184 123 0.28731434097438746 FirstRun
0 Q0 30419535756533762 124 0.28581269997164876 FirstRun
0 Q0 30555641466593280 125 0.2856979650757789 FirstRun
0 Q0 34618782768955392 126 0.2831979602431968 FirstRun
0 Q0 30137431932010498 127 0.2807147596200601 FirstRun
0 Q0 29756063234392064 128 0.2803533569463419 FirstRun
0 Q0 31230480170876928 129 0.2802336383800339 FirstRun
0 Q0 29361122888912896 130 0.2800601405574444 FirstRun
0 Q0 31220758067814400 131 0.2800522474574251 FirstRun
0 Q0 34448730182651904 132 0.2789913680963679 FirstRun
0 Q0 34553453812387840 133 0.27751048797709105 FirstRun
0 Q0 30299217419304960 134 0.27610655214227847 FirstRun
0 Q0 31210617436119040 135 0.2750606777460448 FirstRun
0 Q0 30769665240203264 136 0.2734858618845685 FirstRun
0 Q0 31630220884713472 137 0.2723484419386645 FirstRun
0 Q0 32413541927489536 138 0.2719819033023158 FirstRun
0 Q0 30268814184677376 139 0.26992374399194236 FirstRun
0 Q0 34891542002925568 140 0.2670490387973852 FirstRun
0 Q0 34699178609217536 141 0.2670490387973852 FirstRun
0 Q0 34660088346058752 142 0.2670490387973852 FirstRun
0 Q0 33928899893133312 143 0.26594407335726195 FirstRun
0 Q0 29510100452380672 144 0.26196920402227863 FirstRun
0 Q0 29900581036363777 145 0.26036601573136803 FirstRun
0 Q0 29208850963898368 146 0.25996749803876956 FirstRun
0 Q0 34623684111122432 147 0.25965307072744187 FirstRun
0 Q0 31081417941188608 148 0.25931603209493836 FirstRun
0 Q0 31006948316942336 149 0.25878815164193986 FirstRun
0 Q0 34384798248083458 150 0.2585850839709059 FirstRun
0 Q0 30921324712960000 151 0.25645647227180385 FirstRun
0 Q0 30248740119908353 152 0.25564086964236227 FirstRun
0 Q0 33878396152840192 153 0.2537706785167849 FirstRun
0 Q0 28972570082541568 154 0.2523412550271476 FirstRun
0 Q0 34748793656311808 155 0.2517034774679339 FirstRun
0 Q0 33148017498394624 156 0.2514917694773226 FirstRun
0 Q0 33172089494044672 157 0.25139592865001625 FirstRun
0 Q0 30629479080525824 158 0.24937165686731472 FirstRun
0 Q0 30633744511533057 159 0.2472925006003362 FirstRun
0 Q0 34879380589125632 160 0.24610653223309847 FirstRun
0 Q0 29330189708169217 161 0.24553337519292165 FirstRun
0 Q0 31786519911997440 162 0.24515425130936414 FirstRun
0 Q0 30251634873335810 163 0.2451526300144108 FirstRun
0 Q0 32046198844030976 164 0.2451337587525218 FirstRun
0 Q0 34481845777207296 165 0.24509069098164818 FirstRun
0 Q0 31850686425600000 166 0.245072223013455 FirstRun
0 Q0 30419324359417857 167 0.24478886271441117 FirstRun
0 Q0 32105679816761344 168 0.24143521484713568 FirstRun
0 Q0 31016423132233728 169 0.24098134115855827 FirstRun
0 Q0 34891470628462593 170 0.24012923226375568 FirstRun
0 Q0 34258521369477120 171 0.239766684337421 FirstRun
0 Q0 30225867514847232 172 0.23966537686539122 FirstRun
0 Q0 29013703143723008 173 0.238869797802763 FirstRun
0 Q0 34526590725521408 174 0.23876780766174752 FirstRun
0 Q0 34738733219725312 175 0.23875414979847961 FirstRun
0 Q0 34659485100277760 176 0.23802962527250726 FirstRun
0 Q0 33249188615557121 177 0.23739832044367137 FirstRun
0 Q0 29971808702701568 178 0.2369269215575898 FirstRun
0 Q0 34524023287193601 179 0.2367422428270323 FirstRun
0 Q0 29733292613828608 180 0.23603524008358034 FirstRun
0 Q0 34100702682816512 181 0.2357910026861632 FirstRun
0 Q0 30598140105072640 182 0.23564828928724216 FirstRun
0 Q0 34178675104546816 183 0.23548473654880442 FirstRun
0 Q0 33044519750475776 184 0.23544230858866957 FirstRun
0 Q0 31298489577111552 185 0.2352036163485035 FirstRun
0 Q0 33845063024902144 186 0.2347299467399841 FirstRun
0 Q0 34255814344572928 187 0.23471173156266528 FirstRun
0 Q0 32638038530072576 188 0.23464753601910193 FirstRun
0 Q0 32229281945886720 189 0.2335941021351566 FirstRun
0 Q0 30315979753922560 190 0.23355348065765982 FirstRun
0 Q0 30261845583466496 191 0.23291371418185386 FirstRun
0 Q0 34106070209138689 192 0.23241992322033603 FirstRun
0 Q0 34730882833063936 193 0.23195957771466275 FirstRun
0 Q0 32846346322972672 194 0.231544598655076 FirstRun
0 Q0 30377751324135424 195 0.23027359487437699 FirstRun
0 Q0 31793298611904512 196 0.22961774123824533 FirstRun
0 Q0 29939220936134656 197 0.22929651669931733 FirstRun
0 Q0 34889484864585728 198 0.2280020394296873 FirstRun
0 Q0 29694513467367425 199 0.22671427749211895 FirstRun
0 Q0 32494503902314496 200 0.22641471736224314 FirstRun
0 Q0 34886228193198080 201 0.22639365970419822 FirstRun
0 Q0 31089355871223808 202 0.22586531545106858 FirstRun
0 Q0 34551264511528960 203 0.22549257287631613 FirstRun
0 Q0 32947243380113409 204 0.22548276675197476 FirstRun
0 Q0 30190612238041088 205 0.22529703949771754 FirstRun
0 Q0 33140845918027776 206 0.22474352069851883 FirstRun
0 Q0 34420772445356032 207 0.22465520702683203 FirstRun
0 Q0 34713940210483200 208 0.22435353928305596 FirstRun
0 Q0 34921541489664000 209 0.2241898626721021 FirstRun
0 Q0 31040246082703361 210 0.22418755010027597 FirstRun
0 Q0 34614652172386304 211 0.2237624389751283 FirstRun
0 Q0 34892894708039680 212 0.22359736106915276 FirstRun
0 Q0 32199847599669249 213 0.22358250352680484 FirstRun
0 Q0 34456915450933248 214 0.22331459759655828 FirstRun
0 Q0 34459552040620034 215 0.22322580281404386 FirstRun
0 Q0 34139645902065664 216 0.22277047073234002 FirstRun
0 Q0 31773698776109056 217 0.2221546083577201 FirstRun
0 Q0 32840965274214402 218 0.22205840817094852 FirstRun
0 Q0 32871708100665344 219 0.22205840817094852 FirstRun
0 Q0 33249624546480128 220 0.22176837287467285 FirstRun
0 Q0 29109203574464512 221 0.22171595295091526 FirstRun
0 Q0 31021336423829504 222 0.22024045210879256 FirstRun
0 Q0 34745228061577216 223 0.22019551770856033 FirstRun
0 Q0 30657079391813632 224 0.21936487467707405 FirstRun
0 Q0 34360616298741760 225 0.21914066027613763 FirstRun
0 Q0 33854110000353280 226 0.21900204570809081 FirstRun
0 Q0 29264804417904641 227 0.21895388769853028 FirstRun
0 Q0 32877997321101312 228 0.21880651003934765 FirstRun
0 Q0 34746829945962496 229 0.2185445551631647 FirstRun
0 Q0 34764342079524864 230 0.2182547138700515 FirstRun
0 Q0 30009797621321728 231 0.21806450739755334 FirstRun
0 Q0 31766064534650880 232 0.21803085639303407 FirstRun
0 Q0 30751117402968064 233 0.21769830741325277 FirstRun
0 Q0 34582501410209792 234 0.21672412651452816 FirstRun
0 Q0 34731173779341312 235 0.21571641371679282 FirstRun
0 Q0 32850626794758144 236 0.21532162932867305 FirstRun
0 Q0 32237318962159616 237 0.2145359570252797 FirstRun
0 Q0 33966309230256128 238 0.21429190460437827 FirstRun
0 Q0 32391000743739393 239 0.21426208355099657 FirstRun
0 Q0 33537918312120320 240 0.21383291387353978 FirstRun
0 Q0 30163260250521600 241 0.2130475826092777 FirstRun
0 Q0 32836484335673345 242 0.2129646259833877 FirstRun
0 Q0 34707878099161088 243 0.21266419485554988 FirstRun
0 Q0 33835892271484928 244 0.21256754098970798 FirstRun
0 Q0 32119399087341568 245 0.2118772964830081 FirstRun
0 Q0 34950788132380672 246 0.21118839423076868 FirstRun
0 Q0 31487939770851328 247 0.21118839423076868 FirstRun
0 Q0 34743093983068160 248 0.2111668900483034 FirstRun
0 Q0 33332326909874178 249 0.21073819749101583 FirstRun
0 Q0 29281361277755393 250 0.21035633527463232 FirstRun
0 Q0 32783211335524352 251 0.21029990331650467 FirstRun
0 Q0 30044145355591680 252 0.2102701170291754 FirstRun
0 Q0 34548402616274944 253 0.20967790773403738 FirstRun
0 Q0 33502424622702592 254 0.20962844713068648 FirstRun
0 Q0 30419390310645761 255 0.20881666824173406 FirstRun
0 Q0 33272578709794816 256 0.20844615988267207 FirstRun
0 Q0 30970805923880961 257 0.20786629147816615 FirstRun
0 Q0 30986508492087297 258 0.20699099084611192 FirstRun
0 Q0 32835196143276032 259 0.20657278265099793 FirstRun
0 Q0 32834698367475712 260 0.20657278265099793 FirstRun
0 Q0 34026930940416000 261 0.20579868203946564 FirstRun
0 Q0 34772121917853696 262 0.20564789153596805 FirstRun
0 Q0 29506585789206528 263 0.2050768542105377 FirstRun
0 Q0 34806909412319232 264 0.20499517418083113 FirstRun
0 Q0 34707905735438336 265 0.20499517418083113 FirstRun
0 Q0 34700360425676800 266 0.20499517418083113 FirstRun
0 Q0 31492002872827904 267 0.20401504983050556 FirstRun
0 Q0 30828308941774848 268 0.20389224098243805 FirstRun
0 Q0 34676854531035136 269 0.20357482472652993 FirstRun
0 Q0 34576310621708288 270 0.20356880219930107 FirstRun
0 Q0 31408039034626048 271 0.20209925357139366 FirstRun
0 Q0 33045690359889920 272 0.20201034382993274 FirstRun
0 Q0 34020986487578625 273 0.2019903880915922 FirstRun
0 Q0 30945386776498176 274 0.20183749267037507 FirstRun
0 Q0 31379691390631936 275 0.20174578470445356 FirstRun
0 Q0 34720143506411520 276 0.20162508339530671 FirstRun
0 Q0 34884310024728576 277 0.2014912458051167 FirstRun
0 Q0 34770147554107393 278 0.20066160461991905 FirstRun
0 Q0 30325761801977856 279 0.20053785911279964 FirstRun
0 Q0 33324493715808256 280 0.20028637460053353 FirstRun
0 Q0 29096612458401792 281 0.20010895574537735 FirstRun
0 Q0 31866979291766784 282 0.19962929028246595 FirstRun
0 Q0 33657351655399424 283 0.19903510150228138 FirstRun
0 Q0 34563031610433536 284 0.19804383571942666 FirstRun
0 Q0 31338323108700160 285 0.1980184148948542 FirstRun
0 Q0 33205141876244480 286 0.19798173478047967 FirstRun
0 Q0 30387462714957824 287 0.19780494307664487 FirstRun
0 Q0 33304669618962432 288 0.19773992920329325 FirstRun
0 Q0 30131835459600386 289 0.19747080030277417 FirstRun
0 Q0 32478310793482241 290 0.1958716407307849 FirstRun
0 Q0 32834102369456130 291 0.19584936233717112 FirstRun
0 Q0 33455610993311744 292 0.19567691706583445 FirstRun
0 Q0 29837263353417728 293 0.19543901285744877 FirstRun
0 Q0 35000776602427392 294 0.19486956043972187 FirstRun
0 Q0 34906600250548224 295 0.19446239560292508 FirstRun
0 Q0 33976236870991872 296 0.19405633414218992 FirstRun
0 Q0 34748889932234752 297 0.19401641475045883 FirstRun
0 Q0 33573337552654336 298 0.19267787330158606 FirstRun
0 Q0 33456715072540672 299 0.19266830573750662 FirstRun
0 Q0 30003868892925952 300 0.1924478319372288 FirstRun
0 Q0 30002599054802944 301 0.1924478319372288 FirstRun
0 Q0 29993689119989760 302 0.1924478319372288 FirstRun
0 Q0 35035607604400129 303 0.19207179710656438 FirstRun
0 Q0 29415745427341313 304 0.19163617127088034 FirstRun
0 Q0 34858693438734336 305 0.19145565759732108 FirstRun
0 Q0 33631760113733632 306 0.19136414195687437 FirstRun
0 Q0 33551624051892224 307 0.19131077060729876 FirstRun
0 Q0 31890994647539712 308 0.19122525261534865 FirstRun
0 Q0 32658399627845632 309 0.19114961885468584 FirstRun
0 Q0 31490509839007744 310 0.1907073067025111 FirstRun
0 Q0 34654464329654272 311 0.1898528314157188 FirstRun
0 Q0 33413077542117377 312 0.1896491489209081 FirstRun
0 Q0 34698552772923395 313 0.18953290868879455 FirstRun
0 Q0 30390314107666433 314 0.18872507445516995 FirstRun
0 Q0 29583991065550848 315 0.18803891192256825 FirstRun
0 Q0 31421659600658433 316 0.18771774489909773 FirstRun
0 Q0 34716864869306368 317 0.1874724646969086 FirstRun
0 Q0 30929994532261888 318 0.18733696985208215 FirstRun
0 Q0 34392034286505984 319 0.18720323548084544 FirstRun
0 Q0 34948877027123200 320 0.18711685233084407 FirstRun
0 Q0 32229639166369793 321 0.18696861017612829 FirstRun
0 Q0 34747313616465920 322 0.18658611911673695 FirstRun
0 Q0 34141526510534656 323 0.18652399812833287 FirstRun
0 Q0 34834670793396224 324 0.18645118836753882 FirstRun
0 Q0 31733165370384384 325 0.18622951486996697 FirstRun
0 Q0 31831577201737728 326 0.18600471702660368 FirstRun
0 Q0 30721609065046016 327 0.1857724143922879 FirstRun
0 Q0 29618827050360833 328 0.18484484444695437 FirstRun
0 Q0 29342782757797888 329 0.18476308561689592 FirstRun
0 Q0 32740337151643648 330 0.1847121551398127 FirstRun
0 Q0 34778717079216128 331 0.18470564456898672 FirstRun
0 Q0 34725508193198080 332 0.18452429364785225 FirstRun
0 Q0 34427335302184960 333 0.18442205666406528 FirstRun
0 Q0 32465229833043969 334 0.18435814167301112 FirstRun
0 Q0 34623437011951617 335 0.18323026128902162 FirstRun
0 Q0 29542381271384064 336 0.18321149425839336 FirstRun
0 Q0 32860264948834305 337 0.1831719530832517 FirstRun
0 Q0 33480447178575873 338 0.1819427252192454 FirstRun
0 Q0 32240123013767168 339 0.1818339134550195 FirstRun
0 Q0 29305606699487233 340 0.18123085115061158 FirstRun
0 Q0 34587324784320512 341 0.1807883404737623 FirstRun
0 Q0 34565573841133568 342 0.1805152308055099 FirstRun
0 Q0 33566386861117440 343 0.18048831420408545 FirstRun
0 Q0 29400990247559168 344 0.17954170505536632 FirstRun
0 Q0 33700830561435648 345 0.17925482818255603 FirstRun
0 Q0 33925179675516928 346 0.17881495514065326 FirstRun
0 Q0 32957974620151808 347 0.17861251510280637 FirstRun
0 Q0 34834260657446912 348 0.17858881482560796 FirstRun
0 Q0 33030044649529344 349 0.17850886009798453 FirstRun
0 Q0 30463304543506433 350 0.17831156259458733 FirstRun
0 Q0 35046327679320064 351 0.17811271539071188 FirstRun
0 Q0 32827938114113536 352 0.17795127903416508 FirstRun
0 Q0 32458010513113088 353 0.17778037448515047 FirstRun
0 Q0 34757090895462401 354 0.17770152572845835 FirstRun
0 Q0 32302318430986240 355 0.177642412667241 FirstRun
0 Q0 32222447960850433 356 0.177642412667241 FirstRun
0 Q0 30520699500105728 357 0.17753669256100002 FirstRun
0 Q0 34793802963099648 358 0.17745628110719933 FirstRun
0 Q0 31008655369314304 359 0.177028568675284 FirstRun
0 Q0 35047415476125697 360 0.17695465364319993 FirstRun
0 Q0 34646326314541058 361 0.17650196203732674 FirstRun
0 Q0 34972419730972672 362 0.17628190642577635 FirstRun
0 Q0 29379329343365120 363 0.1762693975462759 FirstRun
0 Q0 29078681544560640 364 0.17615175196838304 FirstRun
0 Q0 31310967233052672 365 0.17615175196838304 FirstRun
0 Q0 31159466858643456 366 0.17611240277467083 FirstRun
0 Q0 30678993350959104 367 0.17600419679537338 FirstRun
0 Q0 34264130017824769 368 0.17584909377340446 FirstRun
0 Q0 31327728544260096 369 0.17576252659373354 FirstRun
0 Q0 31491005534437377 370 0.17574035741875232 FirstRun
0 Q0 33439073175605248 371 0.174612438586986 FirstRun
0 Q0 31158737041367040 372 0.17455385811487406 FirstRun
0 Q0 34142019685187584 373 0.1744171162315236 FirstRun
0 Q0 29329417738133504 374 0.17416587230021974 FirstRun
0 Q0 32188969437364225 375 0.17392360687276504 FirstRun
0 Q0 30084412947308545 376 0.17369478868653 FirstRun
0 Q0 31347762272411648 377 0.17356773732996159 FirstRun
0 Q0 34714271334006784 378 0.17354929903438823 FirstRun
0 Q0 34603816372551680 379 0.1732662271325298 FirstRun
0 Q0 34946671993430016 380 0.173222592646603 FirstRun
0 Q0 34282009186537472 381 0.17303905152932275 FirstRun
0 Q0 34726156393656320 382 0.17276562572601264 FirstRun
0 Q0 29549859702837248 383 0.17275453962536208 FirstRun
0 Q0 31005948512309249 384 0.17274615925658304 FirstRun
0 Q0 29952708987322368 385 0.17270678287976082 FirstRun
0 Q0 34436942024146944 386 0.1724076414317065 FirstRun
0 Q0 33219954006302720 387 0.17219304084921308 FirstRun
0 Q0 31473669091893248 388 0.1721809343451076 FirstRun
0 Q0 34927536190263296 389 0.17202672675095412 FirstRun
0 Q0 31485272021536768 390 0.17187285513986308 FirstRun
0 Q0 29160241086070784 391 0.1717894746317609 FirstRun
0 Q0 34649573762793473 392 0.17170559067586216 FirstRun
0 Q0 35012821108400128 393 0.17107851431398094 FirstRun
0 Q0 34879263006007296 394 0.17094759818635485 FirstRun
0 Q0 34934211093733377 395 0.17068603802997556 FirstRun
0 Q0 31921049582968832 396 0.1706831170289369 FirstRun
0 Q0 34753269750439936 397 0.17059115991555301 FirstRun
0 Q0 32846593451364352 398 0.17053896650024522 FirstRun
0 Q0 34641453019828224 399 0.17044162781704245 FirstRun
0 Q0 34227948139581440 400 0.17036957172758513 FirstRun
0 Q0 34433681393192960 401 0.1703398392500761 FirstRun
0 Q0 31009410847350784 402 0.1703199910290927 FirstRun
0 Q0 30809856231342080 403 0.16989768550300438 FirstRun
0 Q0 29907417282117632 404 0.16986664260602125 FirstRun
0 Q0 30617340022358016 405 0.1696687577350991 FirstRun
0 Q0 34737900612489216 406 0.16965117057396223 FirstRun
0 Q0 30243575279132672 407 0.16955326419908537 FirstRun
0 Q0 34944944452018176 408 0.16893579361556574 FirstRun
0 Q0 30095238055862273 409 0.16890082671908413 FirstRun
0 Q0 29944142427586560 410 0.1688656223226454 FirstRun
0 Q0 30463945407991808 411 0.16866250359150875 FirstRun
0 Q0 32416475469848576 412 0.16854911935924666 FirstRun
0 Q0 32391202426851328 413 0.16854911935924666 FirstRun
0 Q0 32382930395332608 414 0.16854911935924666 FirstRun
0 Q0 32356840939458560 415 0.16854911935924666 FirstRun
0 Q0 32343463559172096 416 0.16854911935924666 FirstRun
0 Q0 32314199711420416 417 0.16854911935924666 FirstRun
0 Q0 31295093545635840 418 0.16851922225706314 FirstRun
0 Q0 32313626673025024 419 0.16848005255216514 FirstRun
0 Q0 34524239226732544 420 0.16843096368834437 FirstRun
0 Q0 33391140686274560 421 0.16841638952190086 FirstRun
0 Q0 34642248582828032 422 0.16829844188667523 FirstRun
0 Q0 32061324829659136 423 0.16814579346654163 FirstRun
0 Q0 35010355893772288 424 0.1679369607671298 FirstRun
0 Q0 35028457607929856 425 0.16789891521091002 FirstRun
0 Q0 35101151917649920 426 0.16770788807819834 FirstRun
0 Q0 34009797590253568 427 0.16749794080428718 FirstRun
0 Q0 32854919065112576 428 0.16720864257613396 FirstRun
0 Q0 29565469983768576 429 0.1671219841754809 FirstRun
0 Q0 32723611248758785 430 0.16711691518434277 FirstRun
0 Q0 29197826349080576 431 0.16613205507477408 FirstRun
0 Q0 34804738243428353 432 0.16610268457446586 FirstRun
0 Q0 33976397697388545 433 0.16593519330025064 FirstRun
0 Q0 34998792830853121 434 0.16560959576506684 FirstRun
0 Q0 32841717572964352 435 0.16553090355590883 FirstRun
0 Q0 31029101649207296 436 0.165426277510088 FirstRun
0 Q0 35001000498561024 437 0.16533640932748103 FirstRun
0 Q0 32124582701830144 438 0.16512595908868227 FirstRun
0 Q0 29612267133739008 439 0.1649018668005637 FirstRun
0 Q0 31893850989527040 440 0.1648329588847706 FirstRun
0 Q0 34729926477217792 441 0.16456793250081833 FirstRun
0 Q0 32324277558575104 442 0.1643013488098004 FirstRun
0 Q0 34917809507008512 443 0.164226141904718 FirstRun
0 Q0 30700502123544576 444 0.164226141904718 FirstRun
0 Q0 34637744198123521 445 0.16412824254777267 FirstRun
0 Q0 31435704756080640 446 0.1641008995420701 FirstRun
0 Q0 31500241756753920 447 0.1635919968085953 FirstRun
0 Q0 34668013819002880 448 0.16348511647394479 FirstRun
0 Q0 31047662870470656 449 0.16336451393036505 FirstRun
0 Q0 33389003956817920 450 0.16335153683913015 FirstRun
0 Q0 34927223500709888 451 0.16328769869222187 FirstRun
0 Q0 30269207937548288 452 0.1632588635211222 FirstRun
0 Q0 34577306567581697 453 0.1630486576446393 FirstRun
0 Q0 30094925857034241 454 0.1628103259394195 FirstRun
0 Q0 31873581424054272 455 0.1626556519409916 FirstRun
0 Q0 34735038369103872 456 0.1625732804152429 FirstRun
0 Q0 34729351735939072 457 0.16209899424564675 FirstRun
0 Q0 30790044126027776 458 0.1620371419765244 FirstRun
0 Q0 34903151513440256 459 0.16193885162072497 FirstRun
0 Q0 33442660542840832 460 0.16189234858854412 FirstRun
0 Q0 34704294674440193 461 0.1618041971651504 FirstRun
0 Q0 33551074518376449 462 0.16157367534890837 FirstRun
0 Q0 33587838331129856 463 0.16112731905114494 FirstRun
0 Q0 34999755813822464 464 0.16077327471833758 FirstRun
0 Q0 31048157764780032 465 0.16058455382064282 FirstRun
0 Q0 30015302980866048 466 0.16057697884433225 FirstRun
